,Medal,Host,AG.LND.CREL.HA,AG.LND.TOTL.K2,AG.YLD.CREL.KG,BX.KLT.DINV.CD.WD,BX.KLT.DINV.WD.GD.ZS,EN.POP.DNST,EN.URB.LCTY,EN.URB.LCTY.UR.ZS,FI.RES.TOTL.CD,IS.AIR.DPRT,IT.CEL.SETS,IT.MLT.MAIN,IT.MLT.MAIN.P2,NE.CON.GOVT.CN,NE.CON.GOVT.ZS,NE.CON.PETC.ZS,NE.EXP.GNFS.ZS,NE.GDI.TOTL.ZS,NE.RSB.GNFS.CD,NE.RSB.GNFS.CN,NY.GDP.DEFL.KD.ZG,NY.GDP.DEFL.ZS,NY.GDP.DISC.CN,NY.GDP.MKTP.KD.ZG,NY.GDP.PCAP.CD,SE.PRE.DURS,SE.PRM.AGES,SE.PRM.DURS,SE.SEC.DURS,SH.DTH.IMRT,SH.DYN.MORT,SH.IMM.IDPT,SP.POP.2529.FE.5Y,SP.POP.3034.FE.5Y,SP.POP.3539.FE.5Y,SP.POP.GROW,SP.POP.TOTL.FE.ZS,SP.RUR.TOTL.ZG,SP.RUR.TOTL.ZS,TM.VAL.MRCH.AL.ZS,TM.VAL.MRCH.HI.ZS,TM.VAL.MRCH.OR.ZS,TM.VAL.MRCH.R1.ZS,TM.VAL.MRCH.R2.ZS,TM.VAL.MRCH.R3.ZS,TM.VAL.MRCH.R4.ZS,TM.VAL.MRCH.R5.ZS,TM.VAL.MRCH.R6.ZS,TM.VAL.MRCH.RS.ZS,TX.VAL.MRCH.AL.ZS,TX.VAL.MRCH.OR.ZS,TX.VAL.MRCH.R1.ZS,TX.VAL.MRCH.R4.ZS,TX.VAL.MRCH.R5.ZS,TX.VAL.MRCH.R6.ZS,TX.VAL.MRCH.RS.ZS
165,63    ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,50    ,0,92208280.0,9388230.0,4891.6,40180000000.0,4.651826650770889,129.688982907321,11073273.0,2.8495792894070204,111728900010.491,493000.0,6853000.0,54947000.0,4.403167565,942641876900.0,13.1262252350295,45.74526619985539,18.6476031382769,38.3723553413091,23806183000.0,197929366698.6,6.5010959455347095,57.1036217094193,-80900525008.6002,9.92837246319102,709.413755085039,4.0,7.0,5.0,6.0,667430.0,45.5,83.0,10.480859950710501,9.014022242799179,7.015080199469909,1.04814151412165,48.6558718845364,-0.344790968545297,68.084,1.91664502197683,82.61776456522101,9.44487397968587,5.43500284961428,4.6689895395154295,2.22359515167584,0.7806064730541059,0.795882622232403,0.9758001932080941,2.50235860547887,2.08752297695526,7.08656924088788,4.72735023039371,1.00259114285418,1.48038995732129,1.2381673253291299,0.716259954277032
167,41    ,0,16739447.0,7682300.0,2129.5,6181381324.81178,1.53834806515544,2.38353097379691,3856907.0,24.411916239221,17402141294.2766,371200.0,3990000.0,9170000.0,50.00262555,94735000000.0,17.8880962541399,57.769666803877705,18.8677072043323,24.779172126783,-1755690440.0607,-2314000000.0,2.6866131709786703,59.842258104611396,-1000000.0,3.9488072767336297,21944.1550635542,1.0,5.0,7.0,6.0,1426.0,6.8,86.0,7.55252246884696,7.97292667927418,7.894812541323461,1.31381929938745,50.228487285936005,0.0316964533685486,13.717,2.35942718366336,82.0459699092992,16.7215890608277,13.7922709130688,0.156692758011663,0.896468369503916,0.108282632172429,1.0034915130038902,0.7643828750669159,1.23244102987312,2.7649828029674195,25.8972025785212,18.2743984485045,1.79186481658229,2.5087450153040898,1.6483215377058202,3.4360982661644304
168,37    ,0,8789940.0,547566.0,7082.4,21971888803.0024,1.3611244352406,109.12492740601101,9546522.0,21.278886554095,57020073027.6252,549900.0,2462700.0,32900000.0,56.5134548,292013000000.0,23.194964057349402,55.578617101552894,22.8224313912387,19.518090472218898,27576612386.2034,21507000000.0,1.36721613891959,80.8891607432332,-1000000.0,1.3880040284493,27015.2580548789,3.0,6.0,5.0,7.0,3652.0,6.1,97.0,7.11018558126941,7.305893646123001,7.20181343782717,0.354077244127682,50.998092605016204,-0.325844370819766,24.918000000000003,3.69820143032386,75.0428138991968,13.2932703645612,3.85595214620178,2.3164889376287405,1.4944846467347601,2.9912048716259902,0.70796794340725,1.92717181896264,11.663915736242002,4.84597754840725,13.689677883999,2.6242306063355803,3.76732776380096,0.6003604274385711,2.69619435813561,10.062517764534698
169,35    ,0,4223665.0,294110.0,4948.3,3545881094.0967703,0.270899349208446,193.32998197953097,3416971.0,8.97168847691181,70566438010.6815,306800.0,6422000.0,25259000.0,44.36282719,184834000000.0,17.719922944018602,58.599915749979495,23.7629253509155,19.137150558468,59464801104.2791,47387500000.0,4.55387121386859,73.0869675985808,0.0,1.2863694039148201,23020.099939992204,3.0,6.0,5.0,8.0,3211.0,7.0,96.0,7.66464201511539,7.76829530895748,7.0655970870174505,0.0281044080072756,51.4544413763001,-0.15344992365871601,33.018,6.3185292391541505,74.8096919394184,20.0478232544247,3.2731514797022796,5.11521190887171,2.04827168559735,6.216866619995611,0.917145396189598,2.47717616406811,5.1424848061569906,4.70060009645354,16.5311915277949,2.77944753200202,3.1882566659158798,0.713449589119501,1.18071835282595,3.53152151020954
170,27    ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,25    ,0,357315.0,107400.0,2008.1,0.0,0.0,102.057839851024,2157531.0,26.447321920757698,0.0,14400.0,2427.0,356158.0,3.24347372,6642900000.0,26.5532251681836,59.54799278899,15.313403125037501,15.896999276500699,-499900000.0,-499900000.0,-2.67188442294054,101.370958276219,-100000.0,7.83874997722273,2282.38961876878,1.0,6.0,6.0,6.0,1233.0,10.1,90.0,10.1073282035474,10.2359002642126,7.1484266492079405,0.502757374372255,49.692026724529896,-0.0781666537081848,25.574,0.601940541599594,46.94878187288361,25.8109306022168,6.029097116737059,18.1929702145219,24.487388378919896,0.579037824759682,0.0159550494674451,0.9938703967307151,2.7528991459797596,5.555512689702129,49.007026587408106,6.44890334096697,6.9317768101581105,0.28204842401576696,0.829929699578542,0.362471973786261
172,23    ,0,11664800.0,579350.0,2010.2,521000000.0,1.16926049193873,88.12840079399331,2593281.0,7.581981118673331,1971655946.42427,27700.0,30000.0,9241000.0,18.18342131,17738000400.0,21.7593445109122,58.1226486709081,45.651931168892006,22.6707877148486,-1137470098.69396,-2081001500.0,66.1456629431845,11.5558336702407,2700.0,-9.999999974483869,872.709185520084,4.0,7.0,3.0,7.0,8382.0,20.3,99.0,6.07122346522668,6.67254876740868,7.1568147343068205,-0.8874237272874279,53.381535158781794,-1.00550231632185,33.01,0.199019685890073,29.612423377420896,4.1760016376477,0.9444905664668891,65.4132217306752,1.73829479933129,0.20015694123801603,0.6163923985852541,0.676666932026248,0.798353254256178,4.15257591644851,15.277035144124902,8.728047942113921,4.58311054323748,0.855513968070997,0.47636573222135,1.37076669884103
173,22    ,0,20565900.0,9093510.0,2844.2,9635109106.003391,1.5329193342577299,3.26297546272012,4274256.0,18.4796387892316,21562298715.3277,305800.0,3497779.0,17974000.0,60.75095125,178506000000.0,20.828612534319397,56.262784079307096,37.1091557636143,18.9898054077895,24631463146.3146,33585000000.0,1.7445513075134298,74.2409212910462,-396000000.0,1.6110480305113601,21183.2200827089,2.0,6.0,6.0,6.0,2050.0,6.7,90.0,7.08752993537682,8.51364423404579,8.7220528215787,1.0771646811962,50.494810855412204,-0.166818957078526,22.049,0.673955210747934,87.95715849166729,9.75333617708825,3.8178421895581502,0.326332677206171,4.19226432207372,0.48758708376512105,0.40278943115656207,0.526520473328522,2.28950533124444,0.622602047643698,4.6947683996588605,1.84137904375184,0.548379980423128,0.19378877090880398,0.22753172076203,0.5527046658323629
174,21    ,0,2836289.0,89860.0,3999.6,3288936448.51943,7.0487586230862105,114.747807700868,1871422.0,27.886458120214897,9757457990.21955,24900.0,473100.0,2651215.0,25.6530896,1537535000000.0,21.587122097072,53.0638413897213,41.8457994312081,24.844070815942302,235615968.11460698,35966000000.0,22.0339931149098,37.0376362864199,0.0,0.0141547820046668,4525.140121152021,4.0,7.0,4.0,8.0,1116.0,11.9,99.0,6.40837850256723,5.57022833126417,6.7334525833197905,-0.171771608629025,52.2746447836339,0.189743486278969,34.917,0.184593474838751,75.929759841551,21.3410193710558,2.00428992743103,16.4788466155992,1.4886855138202302,0.23111046291683,0.3907735466649289,0.747313304623591,2.72922078739318,1.6259683876166,16.608525181216198,0.406096498965854,1.2019026130689299,0.33393791349018603,0.31631098227804905,5.48618263889539
175,20    ,0,5843391.0,229520.0,2430.1,263000000.0,0.707313647664326,98.5491634715929,2004229.0,16.5264456823203,3143305778.2032,17100.0,17000.0,3175533.0,13.90220175,1346700000.0,11.747721027609401,72.6994373446155,26.282548959741803,23.367208967592802,-2905611417.45053,-895800000.0,44.1405893379167,4.962152414501509,0.0,3.86980367048871,1643.88045981491,4.0,7.0,4.0,8.0,5160.0,26.6,98.0,7.8930037571785,5.546014130230191,6.60555311241083,-0.28812948553089895,50.9049423041698,0.04227131842489701,46.38399999999999,2.2220884017824902,69.17881087157251,9.67421413946766,1.5295676261592202,19.1296318599703,3.0199927736962495,4.22337307800393,0.408486892287928,0.492793769320326,2.0173431289895203,9.56648003767464,17.8876039976977,2.41614776830098,8.416618701271519,2.98649992151117,1.9020459421275702,3.67720161163728
176,19    ,0,200100.0,33760.0,8292.9,16604370594.2964,3.72542072026277,460.026599526066,991148.0,8.66641210514364,39606547240.0259,206000.0,1016000.0,8431000.0,54.34168188,72847000000.0,21.3650121420443,49.7448410975939,57.6456752032473,22.727619338111896,27466666666.6667,21012000000.0,1.1927762605867,73.37817298152859,0.0,3.5667192356410897,28698.6660159512,2.0,6.0,6.0,6.0,1071.0,6.7,97.0,7.968173951436451,8.26561377662133,7.76420684792719,0.461395747607711,50.4695162681938,-2.6424359246572204,26.36,3.12570181586573,76.3784192109551,13.0492997744621,4.773907407147799,1.9091185472769698,2.6483139500598396,1.3954463025157402,0.7612755229836999,1.5612380444780503,10.572281014582801,1.73989394163943,7.57061784787242,1.47486529951958,1.0367488838144,0.49889924325123997,1.08025334316352,13.6071813020912
177,17    ,0,8720105.0,306290.0,2901.1,4498000000.0,2.81225396663436,126.103921120507,1654592.0,6.96123236201949,18018685655.9156,35900.0,216900.0,6532394.0,16.97597265,79787000000.0,18.5025346573227,61.078516402224395,22.0946519426189,21.705293329190102,-2057416267.94258,-5547000000.0,17.962353553552198,53.4231752708625,0.0,6.0565795171956305,4140.983541141421,4.0,7.0,6.0,6.0,5281.0,13.3,97.0,6.1773852145994494,6.278998901211341,7.81874374929986,0.0760741823645528,51.3764411019237,-0.0408581069469349,38.461999999999996,0.511330927149345,80.5873880770215,16.696929092807697,3.2762560037801802,9.73767779899033,1.77792595061541,0.557414582528371,0.537507111205644,0.8101476456877249,2.71568283017085,1.58065378007252,17.8219149326408,1.47439852498383,1.13903408299796,0.33163403460083696,0.553380575343349,2.9218743071954503
178,17    ,0,6776072.0,499440.0,3303.4,9623214731.560959,1.5012855487666499,79.86915745635109,4751357.0,15.6854174146749,63699008687.5972,332800.0,2997645.0,15412785.0,39.0061594,85609000000.0,17.5431154609092,60.466360104264005,23.118411777242304,22.082124297119602,-587153553.132799,-447000000.0,3.4707212998812995,66.8983471176347,0.0,2.67478358786684,16069.207085415801,3.0,6.0,6.0,6.0,1932.0,6.4,90.0,7.886638878908711,7.819890460491589,7.34036672689062,0.416515798212804,51.026763058854705,0.0763030586748123,24.061999999999998,4.236994856157191,79.3745237987177,16.924964250574302,3.9131560800146,1.8631728515805102,3.5001659074198903,3.78019680419086,0.6528676276570121,3.21540497971139,3.7005119507080604,3.5014495443877705,12.6090449144349,1.5559142863622901,2.8333819260054396,0.38733773671374394,1.2125540292611499,4.70502542269493
179,15    ,0,1783266.0,110630.0,1908.6,109000000.0,1.07820399974867,75.5927506101419,1160287.0,20.401342849964003,864262293.160718,13600.0,26588.0,2647459.0,31.99503976,218852000.0,12.1688352776788,73.9444736978186,58.9780273489085,0.29864389759478005,1373670601.4615,244376000.0,101.642256833576,3.7688288491076603,999.99999993,1.5999999625276202,1208.8502331197901,4.0,7.0,4.0,7.0,1172.0,19.3,95.0,6.4489742746196,6.37942517087556,6.69521633382059,-0.515729879636827,51.10179622953521,-1.21655667196912,31.993000000000002,0.9888841004119091,45.8114819318588,6.63143183548501,1.5536949551168897,42.1968110378847,2.4508665462369303,1.88321395305857,0.32491906156391304,0.418737319508719,5.3602751947715195,6.00876404903333,11.4678140100534,2.22581911687219,5.36479533086074,1.12954949591762,1.1940174875179599,7.56204102900286
180,15    ,0,17519812.0,8358140.0,2422.2,11200000000.0,1.31698728185474,19.7308618903249,16127983.0,12.4896855246739,60152476087.5694,483600.0,2498154.0,15105886.0,9.18891864,168823000000.0,19.750854915339104,65.1573594083974,6.73016964936479,17.2670085158108,-18498656850.0647,-18593000000.0,15.994278738891001,77.3561772605288,0.0,2.20753552794351,5156.8054082658,3.0,7.0,4.0,7.0,143617.0,46.0,77.0,8.53212974862519,8.091865745529441,7.010603998404889,1.59943182585815,50.52310666476421,-1.54000140039565,21.698,4.23365034632596,69.2363925243333,10.4357821711751,3.66641291434021,1.3851568245550099,18.3517076975224,2.78936644524903,0.51664559941468,2.0782003876161497,1.97611760696917,3.55745373474594,12.045090122955502,4.9774695592492595,2.3657571529415495,0.8132879952828901,1.87504174839459,4.511473741512781
181,15    ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,15    ,0,2511350.0,202840.0,2189.1,104500000.0,0.7081451549005631,50.088739893512106,1661114.0,23.935039487223,469150024.05121,31800.0,6548.0,2127972.0,20.95232319,3942620.0,20.5516912080534,60.00421186076671,46.3499639281231,23.5190200959971,-601330769.230769,-781730.0,53.715000983950205,2.7746393197202996,0.0,2.79999999865592,1452.44700181708,3.0,6.0,4.0,7.0,1255.0,15.5,98.0,6.26743214432465,7.345668595262071,7.97241553500921,-0.334086976751416,53.107444000838896,-1.53225164367867,31.691999999999997,0.161630345232676,29.938822280258897,2.1269608091086,0.5814282755976079,66.8661106732662,0.920728068616808,0.16872040673895902,0.243987462119689,0.212096596035532,1.06810623736632,2.49573665159367,7.202614120209921,1.77385219658712,2.06737300722844,0.563523341144888,0.874471619852351,0.580757170676965
183,14    ,0,2220813.0,364500.0,6154.5,207641498.396358,0.00429569397400591,345.012345679012,33764118.0,34.357538659117196,225593968055.59,564000.0,26906511.0,64037000.0,51.31379321,81228000000000.0,15.4482567649835,53.252952747482006,9.47906921723545,30.8651522070174,20960827953.1638,2280100000000.0,-0.496420147952549,114.73490240477301,0.0,3.0999299474165,38436.926311911804,3.0,6.0,6.0,6.0,4818.0,5.5,99.0,6.9359195269128096,6.25087127053086,6.00343277092422,0.253188880298405,50.8043002031953,-0.335332035932908,21.855,9.011743719263482,67.5631140299509,31.708484748694,24.4537659705634,1.31959146588623,2.34635727090683,1.2422305366890802,1.10384240004753,1.2426971046009099,0.728401221355088,2.2327115338447596,25.2382133723523,18.2272617349769,0.638922024867058,1.0979003175587,1.06895912687392,1.24131881042997
184,11    ,0,1588882.0,77270.0,4192.7,1435279128.15383,2.14266287582651,133.496065743497,1189927.0,15.4813512431897,13084766354.7406,26900.0,200315.0,2817215.0,27.27791714,357343000000.0,19.6521336470257,49.6118991916812,38.3168292873398,35.5955590312493,-3255234811.31102,-88364000000.0,9.97328680335745,65.70417435721029,0.0,4.22281457200553,6493.863346401079,3.0,6.0,4.0,8.0,644.0,7.7,97.0,6.508603893082809,6.17411405024641,6.37767651557604,-0.11638129923463,51.395657572062,0.39495246116317206,25.487,0.30405090957555897,80.14760437794929,13.464827580376598,2.3702548476572596,9.008907734921038,0.911286264917559,0.410588957092134,0.38181918255515596,0.38197059323341204,6.38756804167413,1.6876536240272502,12.295621044082802,1.87270330903582,1.65731115603259,0.4720030874572779,0.7527542496359741,2.46893648966942
185,11    ,0,15515736.0,2699700.0,722.5,1137000000.0,5.4051849701695796,5.7702315072045005,1114378.0,12.7872761795216,1960072969.4211898,10300.0,9798.0,1916592.0,12.50538623,182789500000.0,12.9111452398683,67.2993255799383,35.2688049307021,20.5254926064968,-154812540.24146798,-10419400000.0,38.899631146546895,34.364421191350495,8e-05,0.500000002073534,1350.3338662339,4.0,7.0,4.0,7.0,12065.0,51.2,95.0,7.21288009315208,7.83285688352584,7.7406577824640195,-1.5145580642147698,51.6026075585013,-1.56448049934762,44.056999999999995,0.4070246580384871,22.6564657915098,3.1575069949268597,1.8548218123886002,73.2355808856368,0.648554557603813,0.165570110734386,0.442694534695784,0.0458659795042791,0.9504463279265308,0.527711528946859,11.1989752876688,9.43437574145523,1.25391222175723,0.356448605489178,0.0884857031695883,0.491526868317011
186,8    ,0,1318183.0,128900.0,3710.3,1058000000.0,0.7253450578974749,82.30256012412721,3133137.0,40.8828722348017,18782300409.9801,92400.0,532000.0,5328794.0,49.53162041,18142512800.0,17.607825933514302,67.96062377160149,14.286957269307699,23.3538691957757,-13014238250.2831,-9193257900.0,7.63570000948354,63.0884608002664,-100.0,2.8621288464529298,13749.115152099599,2.0,6.0,6.0,6.0,780.0,8.1,90.0,7.765029494683651,7.282623496136679,7.24224936372817,0.44067053086068,50.2837402373682,0.00933795115503665,27.761,5.33661740558292,77.1917007597896,18.9954356961955,2.6453480281650896,5.96316551167515,1.38042358965796,7.06145111463639,0.622721326987838,1.32232612507306,3.81286354401492,5.750271989287809,25.462381789271102,1.56414762741652,4.353502385136831,0.332245376182107,0.929784919240104,3.13499037576366
187,8    ,0,1216724.0,410340.0,4893.6,5491883747.97059,1.9062161418144599,21.5455427206707,1155126.0,15.5701804932985,20843371278.9107,183500.0,2492000.0,6032000.0,68.16265925,500199000000.0,25.8898823772984,47.5268694763267,36.8333743093386,20.4052742588735,17798985982.7021,119360000000.0,1.03930775209801,79.3751384014169,0.0,1.51786123912999,32587.264104464102,4.0,7.0,6.0,6.0,390.0,4.5,99.0,6.82471233909901,6.81072119123355,6.46850708650524,0.159147080582875,50.584873543601105,-0.398806286729132,16.086,0.577993597571091,87.5147514431826,4.906540367679161,1.4156677575619299,1.01964091019872,0.971512104915008,0.718617506397024,0.4739198134171239,0.307182275189346,7.5787081891382595,1.7382532083727802,10.854337310023599,4.13326812198068,1.04199858609597,0.844798824425499,0.9021580059071049,6.41104010356809
188,8    ,0,1903025.0,569140.0,1402.6,108672931.624341,0.902160125818836,49.4566082159047,1842090.0,35.2245224126586,775927061.901662,14400.0,2826.0,266780.0,0.94649074,104442000000.0,15.1805673853703,76.7265167340603,25.2006019494243,15.003822685531098,-832478050.386151,-47546900600.0,41.988773910690604,36.141272581615794,4519900600.0,4.14683926716712,427.951267275722,3.0,6.0,6.0,6.0,73786.0,106.6,87.0,7.564224299403381,6.05224252505773,4.84081510306456,2.88799130627553,50.300693864098704,2.5006372542248196,81.421,16.088595072448097,70.6844505169055,17.2660835241383,7.150110049424231,0.9417785602051979,1.0121449375337601,1.84023937266622,6.321810604308929,8.52422990519397,3.52523605376219,8.92405075270427,12.4251354748565,0.782316535907898,5.7053945219205495,5.67793327650087,40.6319084226117,4.954508042922559
189,7    ,0,196438.0,39528.0,6706.8,4372941966.48894,1.32476585168018,178.90735681036202,1054256.0,20.275249489443603,69182548660.6259,218200.0,662713.0,4571000.0,64.74840831,49997427200.0,12.2544718052482,58.48232623593,41.7408536888844,25.4516601078878,12581582847.8964,15550836400.0,0.162231875825626,89.46530213944159,0.0,0.5400276048691811,46676.850944168,2.0,7.0,6.0,7.0,407.0,6.1,89.0,7.71464579710081,8.35954439123959,7.655160558934259,0.441636406706345,51.1623062274179,0.634496468920531,26.473000000000003,1.2672739943950502,90.03965863342128,6.3692505132952,2.20832086220002,0.810522348335292,0.9016193043970842,0.988228727618275,0.489011975725988,0.971547295018543,3.5910908532835,2.93185458822988,11.186543995349698,3.1386400495586604,1.25267601542097,0.994483159521109,1.1177600842234798,2.5912510669350297
190,7    ,0,334140.0,365245.0,4026.3,3179027080.1571198,1.94414761022753,11.995608427220098,738998.0,22.781179550398804,26953896209.4065,279500.0,1261445.0,2484000.0,56.63537965,216223000000.0,20.501736583552802,48.071553121062095,39.9429387943189,22.662344250310802,14331297094.4836,92434000000.0,4.26149733951127,54.0923825770693,0.0,5.02799544707212,37321.4433901355,4.0,7.0,6.0,6.0,264.0,5.4,97.0,7.5999702707389805,7.284479749193139,7.07754607472405,0.506881682762136,50.5332424963301,-0.546839202954546,25.961,0.23362440922945898,88.6766310964527,8.71139903832001,2.88261322982305,2.20979546498837,1.8123213965872198,0.20535041530838397,0.5449068643883089,1.05641166722467,2.6119698652273398,0.475060002913386,4.09025297030558,1.2060114017369499,0.23722860582797697,0.18917315876922802,0.43747513643166297,3.0497324777411903
191,6    ,0,1523000.0,42430.0,6052.6,773444115.829278,0.41221245068667894,124.041338675465,1055625.0,23.595032464752997,14754070644.3595,107800.0,1316592.0,3251124.0,61.87451505,262273000000.0,24.105442527003103,50.167367631596406,37.0673808665985,20.063711829886103,10626519737.1825,61620000000.0,2.01420014016884,73.13178621791991,0.0,2.90006833454601,35650.724342009904,4.0,7.0,6.0,6.0,344.0,6.2,77.0,7.34491143359033,7.48501946425608,6.98346732762743,0.565926341934592,50.5808055290563,0.38597096003764103,14.994000000000002,0.123842806939173,87.76760996408649,8.592142635253849,3.50411407466883,1.5747940312597,1.7715251127130902,0.11631515868246901,0.7871311940980841,0.838263063831674,3.6402474006596295,1.83097779443812,8.31326380960392,1.9337638931187702,0.888843143867936,0.770214854374762,0.7297355462527071,2.07084119538146
192,6    ,0,13884759.0,769630.0,2112.3,722000000.0,0.397849726303829,77.2100983589517,7906601.0,21.2369357178671,17819437051.3342,84900.0,806339.0,14286478.0,24.03411283,1709247300.0,11.5707727390228,70.1619109231936,21.5426581369532,24.55131495025,-11403921375.9214,-928279200.0,77.223512216706,2.28960651885308,426697499.99999905,7.37966447375686,3053.9508281437,2.0,6.0,5.0,6.0,55554.0,51.4,72.0,8.338536330303839,7.4241252377687195,6.647571717563781,1.5890933417088702,50.7096040538639,0.17994094560294396,37.347,9.1484228552399,74.6275254097434,12.8374917453193,2.56346585921442,8.76730706349795,1.66360722666046,6.66104344022896,0.9778673306486709,0.971507888566802,3.7676757814393698,11.702710622144899,13.3125051758742,1.9133107387272799,9.431502071757311,0.7512531559972891,0.647223205354171,5.06202643819054
193,6    ,0,156560.0,263310.0,5774.3,2337643247.0525303,3.33278501330503,14.173407770308799,996969.0,31.2734165811352,5953469107.22444,187400.0,492800.0,1726600.0,46.44716574,16816000000.0,16.6328720784166,58.640369531458596,28.3488788439284,23.145171660023102,1109338143.4716198,1599000000.0,1.37758840543106,71.39384154834521,0.0,3.6277173490976806,18794.436039393,2.0,5.0,6.0,7.0,395.0,8.4,88.0,7.653313583713139,8.14571105789646,7.86955920141273,1.5826619272799798,50.7425984948426,0.9807386254101491,14.579,2.3874728608480598,87.6547175393988,11.0811784857764,8.399045251511849,0.135955517124069,0.91860844021955,0.31963054255260304,0.879328650751396,0.428610083616926,1.26410397482477,2.72003842569279,20.2578294537077,11.4022570735691,2.01004110689448,1.3943212039803898,0.6374751285050071,4.17821906247962
194,6    ,0,0.0,0.0,0.0,0.0,0.0,0.0,1730230.0,17.5893493873265,22609776047.6335,164700.0,478172.0,4623685.0,45.38913082,46438000000.0,21.504808689724698,53.9990756794404,60.442784742598,21.6706399484307,7949706840.39088,6101400000.0,0.444072152513229,78.83263469955921,0.0,1.59340630293812,27701.903287058998,3.0,6.0,6.0,6.0,691.0,7.1,95.0,6.986125915400799,7.644398989545269,7.512575517867639,0.1953931762382,51.0519172454869,-2.1274008503927098,3.1489999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,6    ,0,17752600.0,910770.0,1220.4,1593459221.78999,4.554308438100111,121.581633123621,6222575.0,17.171719791928503,4329391828.00738,5600.0,14000.0,412779.0,0.37131696799999997,280384410000.0,10.0171773060834,75.8929626670661,32.2385680119004,7.303718207479651,2374332000.0,189946560000.0,32.727086457965996,13.214252008534501,-10000.0,4.9937055370533,315.967071314232,3.0,6.0,6.0,6.0,569338.0,205.7,26.0,7.16574584891613,5.9801065090699295,5.034278302288901,2.488365242382,49.642279794827395,1.71838967529288,67.275,3.22817035553265,78.0995975089433,15.513712357065101,6.247641094246559,0.924459495034176,5.38984350982682,0.41251341664096297,2.53925484131658,4.25131040843927,2.1353797255523603,1.2677481471213001,12.0494446616134,1.1013397577008401,1.24636640868521,7.73134771309903,7.6570141396656295,0.6401182379735999
196,6    ,0,2959.0,10830.0,1374.5,183700000.0,2.82422216450925,236.564450600185,572494.0,43.939912595114606,879966322.8027141,18300.0,54640.0,357262.0,14.37540992,32476100600.0,13.4037803292284,69.01815344462089,43.7863451694094,29.073558085420103,-747718037.583892,-27852496900.0,18.731851494304102,30.786409527525898,55994399.999965005,-0.11373120611553099,2538.8226280642803,3.0,6.0,6.0,7.0,1264.0,25.1,92.0,8.66947919742389,7.8373143165442,6.56510534623037,0.9629772462219108,50.497191248060105,0.47575806060594394,49.145,0.00325529814977088,85.65868610274659,1.91219034623768,1.3296179420213101,0.47134823127582604,8.20980074506324,0.0030325454663278,0.0657129982223219,0.0424786292518956,4.21932280595246,0.013366401569365,6.39162028977569,0.0866485213477679,0.007675986640498671,0.0024197060482754303,4.236352123454711,4.733468388535701
197,5    ,0,5489813.0,1213090.0,2490.1,816389273.755429,0.553079351706276,35.3630151101732,4732262.0,20.068940542863604,2341014432.6960897,88400.0,953000.0,4258639.0,10.09059487,121498000000.0,19.1452716703618,61.321502463714,24.0802633424255,18.040027670494197,2204079733.91017,9476000000.0,7.8987180578208696,35.711849871020895,-7873000000.0,4.30672786823662,3440.86422316801,1.0,6.0,7.0,5.0,47969.0,59.1,73.0,8.34744073551592,7.35185739384415,6.39669234903072,1.8734021272159698,50.9030300511321,0.8109643326594269,45.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.796696444547,10.4128053654174,4.026237930750891,0.8241719719245991,1.4649857185114101,13.333964883251,6.460825888749991
198,5    ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
