,Medal,Host,AG.LND.CREL.HA,AG.LND.TOTL.K2,AG.YLD.CREL.KG,BX.KLT.DINV.CD.WD,BX.KLT.DINV.WD.GD.ZS,EN.POP.DNST,EN.URB.LCTY,EN.URB.LCTY.UR.ZS,FI.RES.TOTL.CD,IS.AIR.DPRT,IT.CEL.SETS,IT.MLT.MAIN,IT.MLT.MAIN.P2,NE.CON.GOVT.CN,NE.CON.GOVT.ZS,NE.CON.PETC.ZS,NE.EXP.GNFS.ZS,NE.GDI.TOTL.ZS,NE.RSB.GNFS.CD,NE.RSB.GNFS.CN,NY.GDP.DEFL.KD.ZG,NY.GDP.DEFL.ZS,NY.GDP.DISC.CN,NY.GDP.MKTP.KD.ZG,NY.GDP.PCAP.CD,SE.PRE.DURS,SE.PRM.AGES,SE.PRM.DURS,SE.SEC.DURS,SH.DTH.IMRT,SH.DYN.MORT,SH.IMM.IDPT,SP.POP.2529.FE.5Y,SP.POP.3034.FE.5Y,SP.POP.3539.FE.5Y,SP.POP.GROW,SP.POP.TOTL.FE.ZS,SP.RUR.TOTL.ZG,SP.RUR.TOTL.ZS,TM.VAL.MRCH.AL.ZS,TM.VAL.MRCH.HI.ZS,TM.VAL.MRCH.OR.ZS,TM.VAL.MRCH.R1.ZS,TM.VAL.MRCH.R2.ZS,TM.VAL.MRCH.R3.ZS,TM.VAL.MRCH.R4.ZS,TM.VAL.MRCH.R5.ZS,TM.VAL.MRCH.R6.ZS,TM.VAL.MRCH.RS.ZS,TX.VAL.MRCH.AL.ZS,TX.VAL.MRCH.OR.ZS,TX.VAL.MRCH.R1.ZS,TX.VAL.MRCH.R4.ZS,TX.VAL.MRCH.R5.ZS,TX.VAL.MRCH.R6.ZS,TX.VAL.MRCH.RS.ZS
10,19    ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,19    ,0,1535382.0,410340.0,4492.1,290015353.034728,0.269376597050644,20.316335234196,1007147.0,14.537930883166599,5715950280.51136,152000.0,57914.0,5127591.0,61.52687864,231081244000.0,25.9479793954587,45.8457270350271,34.6742608185632,24.2472321719658,4262391764.79122,35257652200.0,7.63598207628493,44.2628078173425,-10379875500.0,4.22953524448965,12914.330681957199,4.0,7.0,6.0,6.0,631.0,7.7,99.0,6.498181602795709,6.9276550376118,7.674275898833151,0.0908696147250346,50.6058190667068,0.0908221740950142,16.9,0.402517356532183,85.5085636379129,6.422829875552349,1.02171240297181,0.470279855061291,2.8484595190079904,0.529521320841229,0.338406729181291,1.21445004848873,8.06860648653474,4.50172714779185,11.268060765887899,2.01426289789399,4.2632693236266395,0.715744902128292,1.78657653307581,6.232960665601901
12,18    ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,13    ,0,195732.0,33760.0,7188.9,1716938277.23977,1.20846544129672,427.257434834123,925462.0,9.674501086766538,22783967390.7851,94600.0,0.0,5643000.0,39.24856968,45521414100.0,22.0056358637079,50.259736580466296,58.796400124197504,21.255445709039304,9205356593.406591,13402999200.0,2.30710847059095,62.4574784791121,-7008900.0,3.06167901358634,9849.8219674462,2.0,6.0,6.0,6.0,1417.0,9.9,97.0,8.05394864530869,7.8698912408021,7.77507046386994,0.39693318976802794,50.4829918732524,-0.792472408260541,33.681,5.38373020522211,68.0421967609348,16.1433264695922,2.15926982206166,0.391602375935071,3.9219619921005497,5.813850847642599,0.601687421057615,3.2549540107947403,15.814476769473,3.81526409740996,7.47832512764683,1.08959758178064,2.5419888881117405,0.644088104440802,1.7415923390616,16.773964000401403
14,12    ,0,1192000.0,304590.0,3059.2,136184676.073096,0.257309564048535,16.0274565809777,713995.0,19.4969532383874,3145826967.05818,68800.0,52010.0,2104000.0,43.12162882,10149000000.0,18.9708026468279,51.450521514822995,29.464652884219998,27.208493775468195,1254451919.27186,1268000000.0,8.45794404047437,51.9796737303369,-152000000.0,3.2141281238717996,10841.5671289286,4.0,7.0,6.0,6.0,390.0,7.4,95.0,7.49613429652126,8.084395245382959,8.21206258078329,0.534342930873442,51.5973476519052,-2.6678344274542205,24.985,1.4451879549684399,68.95249845575479,4.7179407058186795,0.6111747779468101,0.2257376337574,2.33831330579597,0.6185839332467321,0.118627019095487,0.8055040359762808,26.3295608384265,3.50336522482313,7.50854660272542,1.16640354209202,3.22152022695978,0.532085371065002,1.42391446275106,21.551905773705002
15,11    ,0,232785.0,263310.0,4804.1,1262834207.73106,5.82879105167079,12.255896092058801,803961.0,29.788237595690997,1793573439.6701102,90500.0,0.0,1259761.0,38.83852625,7383000000.0,17.6694428489374,55.889814282979096,31.8112196055907,29.018284510817498,-558436171.31598,-1077000000.0,7.79944968968449,37.7194706574208,-460000000.0,4.79308363421166,6713.599457112359,2.0,5.0,6.0,7.0,591.0,14.1,83.0,7.95357256427191,7.68792348523764,6.90834372936083,0.8651865247522341,50.423153133763,0.6149366081094311,16.367,2.6256729584225202,89.26444833625222,8.61678666407213,5.716416942336379,0.176590776415645,1.10948952455082,0.123240578582085,0.706525264318609,0.7845235778685871,2.1187649996756797,3.46395231341139,17.9751740504862,8.60286824076907,6.00346710422634,0.738845472833292,0.5573323692187889,6.145488592856281
16,8    ,0,19502145.0,8358140.0,1677.3,1594000000.0,0.7625921739929742,15.8887843467566,13134858.0,14.332206036129199,11960814096.9956,337100.0,0.0,6700000.0,5.023834081,11.6316003799,8.28479429422943,70.3514479751625,13.547584918489001,15.7405601052384,11753827695.2235,7.8947992325,212.785781721096,1.82364198901269e-08,1.9074999930000002e-06,5.26914314976872,1573.9671393322,3.0,7.0,4.0,7.0,257282.0,81.2,68.0,8.377466043560059,7.13748697793532,5.7396575387987605,2.22205702146524,50.3161854830437,-0.540338941718931,30.99,27.7265282963542,55.9492462480054,28.447571353150703,3.5123153259947,0.14589172454011903,12.8887021685204,16.6499341547715,0.0451679201257601,8.09426222771864,2.71448023032353,5.22019395301181,15.4408118935728,2.42443116238131,4.9259947321861395,1.87224755244393,5.1338782344788205,6.29134572907529
17,8    ,0,181440.0,39529.0,6162.9,777125995.866917,0.731169938833946,162.96554428394302,806007.0,19.707370101196197,40970392723.1673,111600.0,0.0,3184401.0,49.63005794,26349756000.0,10.5509380185685,59.548336940804504,48.0909451084721,26.8320005475231,3261602332.21262,7663787000.0,3.7596379065828502,66.4117407833226,0.0,3.00845643150276,16499.1469305493,2.0,7.0,6.0,7.0,551.0,9.2,0.0,7.2808293416739,7.332046524400769,7.539740402398161,0.3591116524145129,51.301446162113,-4.35140774973589,36.510999999999996,3.22352215705607,86.10571824505409,7.1778764869910505,0.833494272268019,0.332042433667747,1.8909477778568402,2.81660076640815,0.348983374161,0.955807862629302,6.716405267954861,6.54564307325642,12.5089955196509,1.5770209934148898,3.5962733399880804,0.9688077937956059,2.0834784223599603,4.75853316928601
18,6    ,0,10099758.0,1943950.0,2340.5,1542000000.0,0.8779713370492479,38.9827953393863,14019126.0,27.0316094607508,8018704802.993071,200700.0,0.0,3499957.0,4.5840292080000005,2721656000.0,9.235007232175711,63.07563388591579,17.3811366778736,19.8608662948038,13749350417.1633,2307141000.0,59.0934780781475,0.454020645001233,-855000.0,3.6101809119739596,2317.6399466612197,2.0,6.0,6.0,6.0,108933.0,59.9,52.0,7.578810906351251,6.11203612308614,4.47878547385287,2.11247630153698,50.1948354933124,0.48463237152000604,31.563000000000002,0.228867195408572,85.92906877459221,0.989410490920134,0.48414214413351797,0.0580970572960221,4.18826967597687,0.17957272255134102,0.0897863612756705,0.17781220566358302,8.89325105851078,0.18168545039946202,0.702954541726135,0.40192266679790706,0.197680332037338,0.0410125170201946,0.0311695129353479,3.67349114949883
19,6    ,0,1674107.0,42380.0,5555.4,-15356842.1248586,-0.0259822147211308,120.613945257197,1063876.0,24.7057891900039,3511129160.54667,62000.0,30600.0,2465993.0,48.20810399,153832000000.0,25.130650565485396,52.5898952671741,36.2926768703982,20.602683421305002,991058841.704807,10264000000.0,5.95923663592117,53.0584985355647,0.0,4.16615126247693,11562.913486507,1.0,7.0,6.0,6.0,421.0,9.6,86.0,6.90215245779283,7.11434488671762,7.72416680545532,-0.0523767271552282,50.70062772976439,-0.7416823949301049,15.757,2.6241059589888196,86.2103620241365,7.080371261105139,1.5858201091335202,0.272111219364155,2.46447620848332,0.6821146034426071,0.553917040701672,1.5219320799798601,6.70926671475832,4.60206595691779,8.6422473874159,1.0889848280504,3.45738869675942,0.611109855362924,2.02269639273776,3.5155926252420495
